날짜,출처,제목,본문 요약 ,URL
2018.07.08.,어린이동아,"세계, 난민 문제에 직면하다",세계의 난민 정책 최근 제주로 예멘 난민이 모여들어 난민 수용 문제를 놓고 국내에서 찬반 논란이 일고... 우리나라보다 더 오래전부터 난민을 받아온 유럽 국가들은 최근 증가하는 난민과 이로 인한 사회적 갈등...,http://kids.donga.com/news/vv.php?type=news&id=20180708144934950917
2018.07.08.,중부매일,하늘이 무너질 것만 같은 걱정,"나라마다 정권 차원의 문제로 커진 지는 오래고, 이제는 국제간 갈등과 분쟁의 단계로까지 심화돼 가고 있다. 제주도에 들어와 있는 예멘인 난민신청자 문제가 불거지면서 먼 나라 남의 일로만 여겨 온 우리나라도 이에서...",http://www.jbnews.com/news/articleView.html?idxno=1210265
2018.07.08.,미디어제주,"원희룡 지사의 행정시장 인사 추천 요청, 진정성 있나?","원 지사로서는 4년 전 민선 6기 초반 도의회와 첨예한 갈등을 빚었던 전철을 밟지 않겠다는 뜻을 먼저 드러내 보인 셈이지만, 협치의 파트너라고 할 수 있는 도의회 또는 더불어민주당 제주도당으로서는 행정시장 등 인사를...",http://www.mediajeju.com/news/articleView.html?idxno=307484
2018.07.08.,동양일보,풍향계/ 난민과 인도주의,박 종 호 논설위원 / 청주대 명예교수 박 종 호 논설위원 / 청주대 명예교수 (동양일보) 지난 5월에 한국 제주... 1990년에는 르완다에서 토착 부족인 후투족과 소수민족인 투치족 간의 종족갈등으로 300만 여명의 난민이...,http://www.dynews.co.kr/news/articleView.html?idxno=414465
2018.07.08.,메트로신문,"[인터뷰] 이호택 피난처 대표 ""복지 의존 않는 '자립형 난민' 수용을""","이 대표는 ""난민을 무조건적으로 돌봐야 할 대상으로 보면 유럽처럼 갈등을 피할 수 없다""며 ""열심히 일... 과거 직업이 무엇이었든, 제주도에 있는 난민 역시 한국인이 안 가는 업종에서 일한다. 어선원이 되거나...",http://www.metroseoul.co.kr/news/newsview?newscd=2018070800095
2018.07.08.,제주일보,"주민 목소리, 허공의 메아리 아니다",서귀포시 강정마을의 제주민군복합형관광미항(제주해군기지)과 성산읍의 제주제2공항 등 국책 사업 진행... 사업자와 지역주민 간 갈등의 골은 더욱 깊어지게 됐다. 주민에게 해를 준다는 우려를 불식시켜 사업을...,http://www.jejuilbo.net/news/articleView.html?idxno=100431
2018.07.08.,제주신보,"元 도정 조직개편 ""친정체제 강화 아니냐""",원희룡 제주특별자치도지사가 민선 7기 도정의 새 틀을 짜는 조직 개편에 나섰다. 본지는 향후 4년 간 도정을... 지역사회 갈등을 컨트롤하고 언로(言路)의 직통 창구를 갖춘 핵심부서로 떠올랐다. 여기에 내부 비리...,http://www.jejunews.com/news/articleView.html?idxno=2116872
2018.07.08.,제주일보,귀국 시 박해 가능성 등 종합 검토...10월 마무리,따른 갈등 국면이 표면화할 것으로 우려되고 있다. 예멘 난민 신청자의 생계 불안정 문제는 지난달 29일과 30일 실시된 국가인권위원회 상담 결과에서도 잘 드러나고 있다. 제주지역 예멘 난민 신청자 144명에 대한 상담...,http://www.jejuilbo.net/news/articleView.html?idxno=100467
2018.07.08.,제주매일,11대 도의회 '완전체'…원구성 완료,"배정되자 갈등이 표출 됐었다. 정의당 제주도당은 상임위 배정에 따른 보도자료를 내고 ""고은실 의원이 보건복지위원회를 희망했지만, 김 의장이 일방적으로 교육위원회로 배정했다. 다수당인 민주당을 등에 업고 당선된...",http://www.jejumaeil.net/news/articleView.html?idxno=182237
2018.07.08.,제주매일,"김태석 의장 ""협치 제도화 필요하다""","김태석 제주도의회 의장이 '의회 독립적 인사권과 조직권 필요성'에 긍정적으로 화답한 원희룡... 이어 ""이번 지방선거에서 확인된 수많은 갈등현안과 도민의 삶의 질을 높이기 위한 과제들을 풀어가기 위해서는 도와...",http://www.jejumaeil.net/news/articleView.html?idxno=182236
2018.07.09.,동아일보,“제주만의 일 아니다” 中자본 리스크 경고음,경제 갈등 등이 함께 작용한 결과”라며 “한국 경제 자체가 처한 상황이 본질적으로 제주도와 비슷한 만큼 중국발 리스크에 면밀히 대응해야 한다”고 조언했다. 박재명 jmpark@donga.com / 제주= ▶ 동아일보 단독...,http://news.donga.com/3/all/20180709/90959443/1
2018.07.09.,국민일보,"[노승림의 인사이드 아웃] 이방인에 관대함, 베를린 필을 만들다",500여명의 예멘 난민 때문에 제주도가 혼란과 갈등의 중심에 섰다. 전 세계가 공유하던 난민 사태에 오랫동안 남의 일처럼 뒷짐지고 관망만 하던 정부가 이제는 나서야 할 때다. 유럽연합(EU)의 중심국 독일에게도 어려운...,http://news.kmib.co.kr/article/view.asp?arcid=0923976969&code=13140000&cp=nv
2018.07.09.,통일뉴스,한반도 평화와 예멘 난민,그 슬픈 현실이 바로 예멘 난민을 둘러싼 지금의 갈등이다. 얼마 전 제주에서 일어난 난민 반대 집회 기사에 달린 댓글을 보고 큰 충격과 슬픔을 느꼈다. 하나 같이 예멘 난민을 부정하고 적대시하는 글뿐이었다. 그들이...,http://www.tongilnews.com/news/articleView.html?idxno=125459
2018.07.09.,오마이뉴스언론사,제주 예멘 난민 논란... 정우성의 소신이 빛나는 이유,"오후 제주국제컨벤션센터에서 열린 '제13회 평화와 번영을 위한 제주포럼'에서 난민 문제와 관련해 소신을... 이런 갈등, 이런 것들도 잘 해결해갈 수 있는 좋은 기회로 좀 만들면 좀 더 성숙한 대한민국으로서 국제사회에서...",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002452475&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
2018.07.09.,연합뉴스,[전국 주요 신문 톱뉴스](9일 조간),▲ 강원도민일보 = 매듭 못지은 역사ㆍ노선 갈등 동서고속철 사업 '내우회환' ▲ 강원일보 = 강원랜드ㆍ석공... 증원 ▲ 제주매일 = 무사증 폐지 여론에 '법적 대안' 주목 ▲ 제주신문 = 민선7기 조직개편…'혁신ㆍ소통' 초점...,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20180709027800011&did=1195m
2018.07.09.,중부일보,2018년 7월 9일(월) 전국 주요 신문 톱뉴스,"강원도민일보 = 매듭 못지은 역사ㆍ노선 갈등 동서고속철 사업 '내우회환' 강원일보 = 강원랜드ㆍ석공 2,500명... 증원 제주매일 = 무사증 폐지 여론에 '법적 대안' 주목 제주신문 = 민선7기 조직개편…'혁신ㆍ소통' 초점...",http://www.joongboo.com/?mod=news&act=articleView&idxno=1266055
2018.07.09.,CNB저널,[김현주 나홀로 세계여행 (177) 시칠리아-세네갈 ①] ‘시네마 천국’으로 시간 여행…토토 목소리 들리는 듯,"지중해의 교차로 시칠리아는 지중해에서 가장 큰 섬으로 제주도의 14배, 남한 면적의 27%에 500만 명의... 두고 갈등했음이 저절로 짐작된다. 영화 <대부>에서 주인공 돈 코를레오네(Marlon Brando 분)가 마피아들에게...",http://weekly.cnbnews.com/news/article.html?no=124930
2018.07.09.,미래한국,평화와 종전 프레임에 갇힌 국민,"지난 6월 27일, 문정인 대통령 통일외교안보 특보가 '제13회 평화와 번영을 위한 제주포럼'에서 ""지금까지는... 이른바 '남남갈등'으로 사분오열된 상황이 연출되기 때문이다. 둘째, 한미동맹은 균열이 심해지는데 북중...",http://www.futurekorea.co.kr/news/articleView.html?idxno=108328
2018.07.09.,금강일보,"[e-브리핑]""벽화마을, 누구 좋으라고 하는 건가요?""","지역주민과의 갈등 해결과 상생방안 마련을 모색하고 지속가능한 상호공존을 위해대책을 마련하고자... 두 번째로, 고제량 제주생태관광협회장이 '지역주민의 일상을 지키는 공동체 주체적 생태관광'이라는 주제로...",http://www.ggilbo.com/news/articleView.html?idxno=524439
2018.07.09.,뉴스제주,"이석문 교육감 ""난민문제, 아이들도 알아야""",이석문 제주도교육감이 9일 공식 취임 기자회견에 나서 기자들의 질의응답에 답하고 있다. 제주에서 촉발된... 이 교육감은 난민 문제 갈등으로 인해 발생하는 불안심리를 관리해줘야 한다고 강조했다. 이에 대해 이...,http://www.newsjeju.net/news/articleView.html?idxno=316676
2018.07.09.,환경과조경,"행안부, ‘관광지가 되어버린 삶의 공간' 12일 소통포럼 개최","지역주민과의 갈등 해결과 상생방안 마련을 모색하고 지속가능한 상호공존을 위해대책을 마련하고자 한다.... 두 번째로, 고제량 제주생태관광협회장이 ‘지역주민의 일상을 지키는 공동체 주체적 생태관광’이라는...",http://www.lak.co.kr/news/boardview.php?id=4919
2018.07.09.,노컷뉴스,[날선토크] 제주도와 도의회 '서로의 시그널 오해 말아야',그렇다고 한다면 의회에서 꾸준하게 요구를 할 거고 아니면 의회 처음 개원할 때 도지사의 메시지를 긍정적인 신호로 받아들인 의회라고 한다면 아마 이 문제가 초기에는 의회와 제주도정과의 갈등의 어떤 생길 수 있는...,http://www.nocutnews.co.kr/news/4997607
2018.07.09.,연합뉴스,제주 방문 중국인 관광객 증가세로 전환…마케팅 강화,'사드 금한령 풀리나'(제주=연합뉴스) 박지호 기자 = 한국과 중국 간 갈등의 핵심인 사드 배치 문제와 관련한 정부의 입장 발표가 임박한 가운데 31일 오전 상하이에서 출발한 중국인 관광객들이 제주국제공항을...,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20180709080600056&did=1195m
2018.07.09.,노컷뉴스,도민 제일주의· 일자리 창출· 인구 2백만 달성 및 SOC 확충,광주광역시와 갈등이 우려되고 있다. 광주광역시는 에너지 밸리에 포함된 광주 남구 첨단 산업단지 내... 그러나 기획단은 민선 7기 그랜드 시책에 대해 청사진이 없는 데다 민선 6기 때 추진했던 제주~목포 해저터널...,http://www.nocutnews.co.kr/news/4997689
2018.07.09.,월간중앙,[동북아 정세] 북·미 정상회담은 미·중 무역전쟁의 서막,"이는 단지 무역 분야에 국한된 미·중 갈등이 아니라 21세기 전반의 세계, 특히 아시아를 미국과 중국 중... 지난해 12월 제주 해군기지에 입항한 미 해군 이지스함 머스틴함. 지난 3월 남중해에 배치되면서 중국의 반발을...",http://jmagazine.joins.com/monthly/view/321771
2018.07.09.,노컷뉴스,난민 청년이 하늘을 난다면…현실 깨우는 스크린,"개봉을 앞둔 영화 '주피터스 문'은 말리 난민 마무두 가사마의 영웅담과 함께, 최근 이슈로 떠오른 제주... 그런데 난민 문제로 인해서 대한민국 안에서의 사회 갈등이 크게 확산되는 건 우리 모두를 위해서 안 좋은...",http://www.nocutnews.co.kr/news/4997768
2018.07.09.,서울경제언론사,"[스토리텔링]독재·내전 겪고 왔다지만...예멘 난민, 받아들여도 될까?","이들은 어떻게 고향을 떠나 머나먼 제주도까지 온 걸까요? 과거 한 나라였다가 지금은 터키가 된 오스만... 이들과 함께 유럽, 미국 등이 먼저 겪었던 난민을 둘러싼 사회적 갈등도 찾아왔습니다. 삶의 터전을 잃어버린...",http://www.sedaily.com/NewsView/1S20OJ1JAY
2018.07.09.,제주의소리,제주 도심지 아파트 재건축 두고 '시끌시끌'...무슨 일?,"ⓒ제주의소리노형세기1차아파트 재건축 주민 갈등...추진준비위 구성 놓고 ""불법·편법 동원"" VS ""명예훼손"" 입장 팽팽제주시 번화가 중심에 위치한 한 아파트가 재건축을 추진하는 과정에서 시작부터 내부 잡음이 일고...",http://www.jejusori.net/?mod=news&act=articleView&idxno=207474
2018.07.09.,문화뉴스,"제주 예멘난민 임시취업, 고용주 해고·자발적 포기자 증가",제주 예멘 난민들의 임시 취업에 대한 자발적 포기와 고용주의 해고 현상이 나타나고 있다. [문화뉴스]... 취업을 한 이후에 발생할 수 있는 고용주와 피고용인 간의 갈등을 해소할 수 있는 대책이 필요하다. 지난 1일 어선...,http://www.munhwanews.com/news/articleView.html?idxno=147163
2018.07.09.,시사제주,제주도와 의회 '협치' 새 모델 만들어낼까...첫 시험대 '시장 추천',"지난 5일 제11대 제주특별자치도의회 전반기 김태석 의장과 원희룡도지사와 간담회를 가졌다. 무소속 원희룡... 독립성 없는 의회에서는 생산적인 갈등과 균형 있는 협치는 이루어 낼 수 없다""고 주장한 것에 대해, 원희룡...",http://www.sisajeju.com/news/articleView.html?idxno=299697
2018.07.09.,뉴스핌,[정가 인사이드] ‘난민’ 그리고 ‘남혐’...여권 덮친 2대 난제,"하나는 제주에 상륙한 549명의 예멘 난민이고 또 하나는 일부 여성 운동가들의 남혐(男嫌 남성혐오) 문제다.... 사회적 갈등만 증폭되고 있다""고 말했다. 프랑스 경찰이 파리 난민 수용소 인근의 노숙 난민촌을 철거하자...",http://www.newspim.com/news/view/20180709000507
2018.07.09.,시사제주,"제주시 '주차대란' 갈등, 완충녹지 훼손에 '형평성' 지적까지","인구와 차량이 증가하면서 빚어지는 제주도내 갈등 중 최대현안은 '주차대란'이다. 제주시내권은 말할 것도 없을 뿐더러, 시외권 지역도 주차문제로 이웃들과 새로운 갈등이 생겨나고 있다. 이런 와중에 최근 일도지구...",http://www.sisajeju.com/news/articleView.html?idxno=299698
2018.07.09.,제주신보,산수국(山水菊) 이야기,"다름을 차별로 오독(誤讀)하는 이들 때문에, 나라 안팎 갈등과 분쟁이 끊이지 않고 있지만. 수국이 대처(大處)... 제주사람들이, '도채비(도깨비)꽃'이라고 부르는 그 꽃 만나러 간다. 산수국은, 큰 꽃송이들 안에, 작고...",http://www.jejunews.com/news/articleView.html?idxno=2116925
2018.07.09.,크리스천투데이,중동 A선교사 “무슬림 들어오면 이슬람 게토 형성”,"중동 E국에서 오랫동안 사역해 온 A선교사가 제주에서의 대규모 예멘인 난민 신청 사태에 우려하며 ""철저한... 지금도 한국 사회는 좌파와 우파 대립, 혹은 노동자와 재벌 대립 등 여러 가지 갈등의 요소가 있다. 그런데 만일...",http://www.christiantoday.co.kr/news/314130
2018.07.09.,시사오늘,여성문제·난민논란…文정부 능력 시험대,이는 현재 벌어지는 성 갈등의 일면에 지나지 않는다. 그 심각성은 문재인 대통령이 지난 3일 국무회의에서... 제주도 발 난민 문제는 이제 전국적인 이슈로 커졌다. 사회에서도 찬반양론이 거센 가운데 문재인 정부는...,http://www.sisaon.co.kr/news/articleView.html?idxno=75061
2018.07.09.,신아일보,"[신아세평] 늘어나는 난민, 쉽지 않은 해결책",최근 제주도 예멘인들의 난민 신청 문제에 대해 난민신청 허가 폐지 청원이 20만을 넘어섰다. 제주에서는... 난민을 수용한 여력이 있는 나라인가 없는 나라인가에 관한 의견 불일치를 넘어선 갈등은 단지 우리나라에만...,http://www.shinailbo.co.kr/news/articleView.html?idxno=1090899
2018.07.09.,제민일보,[열린광장] 도의회 6자회담국+1 평화의회 참여를 기대한다,"오키나와 출신 일본 여대생은 미국적 관점의 잘못을 지적하면서 오키나와인의 입장에서는 미군 주둔으로 생기는 갈등과 고통이 없는 평화가 진정한 평화""라고 강조했다. 민간기구가 중심이 돼 2019년 3월 제주에...",http://www.jemin.com/news/articleView.html?idxno=527869
2018.07.09.,매일경제언론사,"개포주민 ""서민주택 No""…갈길 먼 소셜믹스","제주도 '난민러시'로부터 촉발된 '난민혐오'가 대표적이다. 글로벌 시대를 맞아 한국이 난민문제에 어떻게... 신광영 중앙대 사회학과 교수는 ""민주사회에 갈등이 있다는 것은 지극히 정상적인 일""이라면서도 ""사회...",http://news.mk.co.kr/newsRead.php?year=2018&no=432303
2018.07.09.,농촌여성신문,"벽화마을, 누구를 위해 하는 건가요?",지역주민과의 갈등 해결과 상생방안 마련을 모색하고 지속가능한 상호공존을 위해대책을 마련하고자... 침해당한 제주도의 공공복지와 지역경제를 회복하고 향상시키기 위해 관광객과 협의를 이루어가는 사례를...,http://www.rwn.co.kr/news/articleView.html?idxno=45959
2018.07.09.,제민일보,제주 체류 예멘인 일자리 부적응에 '설움'만,"고용주와 갈등으로 해고된 것으로 알려졌다. 의사소통을 비롯해 종교 등 문화 차이, 근로 조건ㆍ환경, 전문성 결여 등이 중도포기 사유였다. 국가인권위가 지난달 29∼30일 제주에 있는 예멘 난민 신청자 144명을 상담한...",http://www.jemin.com/news/articleView.html?idxno=527961
2018.07.09.,충북일보,"충북, 통일인프라 구축해야","독일의 사례에서 보듯이 통일 이후에도 사회적 갈등이 적지 않게 노정되었다. 다시 말하면 체제가... 농업협력사업, 제주의 감귤 및 당근 보내기사업 등은 그 대표적인 사례다. 그러나 사업이 성공적인 결과를 얻지 못한...",http://www.inews365.com/news/article.html?no=544467
2018.07.09.,한라일보,제주 월동작물 내년 1월1일 PLS적용 사실상 유예,"인한 갈등에 대한 우려를 표했다. 고광덕 (사)제주당근생산자협의회 사무국장은 ""당근의 경우 등록된 약제가 적기 때문에 등록이 안된 농약을 사용할 수밖에 없다. 더덕, 메밀은 등록된 약제가 없다""면서 ""등록된...",http://www.ihalla.com/read.php3?aid=1531132768601280073
2018.07.09.,파이낸셜뉴스,제주 예멘 난민 취업자 중 35.5% '중도 포기',"/연합뉴스 자료사진 [제주=좌승훈기자] 제주도에 체류 중인 예멘 난민 취업자 중 35.3%가 중도에 취업을 포기한 것으로 나타났다. 9일 제주출입국·외국인청에 따르면, 도내 예멘 난민 신청자 486명(남성 462명·여성 24명)...",http://www.fnnews.com/news/201807092028113064
2018.07.09.,국제뉴스,'다문화가족 배우자부부 성평등 인권교육' 실시,"한해 제주도로 가족캠프를 떠나게 된다. 송갑순 복지연계담당은 ""이번 배우자부부 성평등 교육을 통해 다문화가족 부부의 갈등을 해소하고 부부간의 소통과 화합으로 건강한 부부, 행복한 가정을 이루는 데 많은 도움이...",http://www.gukjenews.com/news/articleView.html?idxno=954844
2018.07.09.,제주매일,우도 렌터카 운행제한 연장될까,"제도 시행 이후 쾌적한 교통 환경이 조성되고 있다는 긍정적인 평가가 나오는 반면, 일부 상인들은 렌터카 운행제한 시행 이후 관광객이 줄면서 생계가 위협받고 있다고 반발하면서 갈등이 일고 있다. 제주도는 9일 오후...",http://www.jejumaeil.net/news/articleView.html?idxno=182277
2018.07.09.,제주매일,"""생활 개선"" vs ""정책 실패""",○ㆍㆍㆍ우도 지역 교통난 해소를 위해 지난해 8월부터 시행 중인 렌터카 운행제한 조치가 민-관 갈등으로 비화될 조짐. 제주도는 9일 오후 우도면세 렌터카 등 일부 자동차 운행제한 시행에 따른 주민의견 수렴을 위한...,http://www.jejumaeil.net/news/articleView.html?idxno=182275
2018.07.10.,한라일보,[김정도의 현장시선] 비행기가 해외 출퇴근용 대중교통이 될 수 있다는 꿈,"특히 역사, 외교 문제 등으로 갈등을 겪고 있는 한국, 일본, 중국이 제주를 통해 하나의 생활권이 되어 말 그대로 지구시민으로써 자유롭고 평화로운 공존의 길을 갈 수 있다니 이 어찌 반기지 않을 수 있나? 그야말로...",http://www.ihalla.com/read.php3?aid=1531148400601272099
2018.07.10.,무등일보,강진 청자공모전 출품지역 전국화,"확대되고 제주, 경상지역에서도 출품 비율이 증가하는 등 명실상부 전국 단위의 공모전으로 거듭났다. 특히... 고려청자의 현대적 계승이라는 차원에서 많이 고민하고 노력한 결과로 여겨지며, 수많은 고민과 갈등...",http://www.honam.co.kr/read.php3?aid=1531148400559892064
2018.07.10.,매일경제,"곤잘로 갈랜드 교수 ""미중 무역분쟁 아직 전투지만 세계대전 비화 가능성도""","무역전쟁 외에도 중동 국가 간 갈등, 북한 핵 문제 등에 따른 지정학적 위험이 다음 위험 요인으로 꼽혔다.... 최근 제주도에 예멘 난민이 몰리면서 난민 수용이 한국 사회의 주요한 문제로 떠올랐다. 갈랜드 교수는 인구...",http://premium.mk.co.kr/view.php?no=22841
2018.07.10.,뉴스웍스,"이언주 ""난민인정 전 국제사회 프로트콜 무시한 과도한 지원 안 돼""","취업 갈등 등으로부터 우리 국민의 안전을 보호할 필요성이 대두되고 있다""며 최근 500여명의 예멘 난민들이 관광ㆍ통과 등의 목적으로 제주도에 체류하는 경우 사증 없이 입국할 수 있는 무사증제도를 악용해 난민인정을...",http://www.newsworks.co.kr/news/articleView.html?idxno=199307
2018.07.10.,헤럴드경제,"이언주 “난민, 시설 외 장소로 이동할 때 허가받도록 할 것”",취업 갈등 등으로부터 우리 국민의 안전을 보호할 필요성이 대두되고 있다”며 이같이 밝혔다. 이어 “최근 500여명의 예멘 난민들이 관광ㆍ통과 등의 목적으로 제주도에 체류하는 경우 사증 없이 입국할 수 있는...,http://news.heraldcorp.com/view.php?ud=20180710000016
2018.07.10.,메디컬투데이,난민주거시설 거주자 이동제한 규정…'난민법 개정안' 발의,취업 갈등 등으로부터 우리 국민의 안전을 보호할 필요성이 대두되고 있다”고 밝혔다. 최근 500여명의 예멘 난민들이 관광ㆍ통과 등의 목적으로 제주도에 체류하는 경우 사증 없이 입국할 수 있는 무사증제도를 악용하여...,http://www.mdtoday.co.kr/mdtoday/index.html?no=326215
2018.07.10.,국민일보언론사,‘조현병 환자’ 범죄에 들끓는 여론… 전문가 “무조건 격리 주장은 잘못”,#제주 노형동 탐라도서관 인근에서 ‘그래서 여자만 죽인다. 23명’이라고 적힌 괴쪽지가 지난달 29일... 통합정신건강센터 설치와 관련한 지역사회 갈등에 대해 깊은 유감의 뜻을 표한다”고 밝혔다. 신경정신의학회도...,http://news.kmib.co.kr/article/view.asp?arcid=0012510114&code=61121111&cp=nv
2018.07.10.,제주의소리,제주군사기지범대위 “국제관함식 유치 즉각 중단”,또 갈등을 조장하고 있다”며 “국가폭력으로 고통 받은 주민들에게 폭력을 가하는 것”이라고 강조했다.이에 군사기지범대위는 “해군은 당초 약속대로 국제관함식 제주 개최를 철회해야 한다”며 “제주도 역시...,http://www.jejusori.net/?mod=news&act=articleView&idxno=207544
2018.07.10.,연합뉴스,"시민단체, 국제관함식 제주 해군기지 유치 중단 촉구","해군의 갈등조장에 분노를 금할 길 없다""고 말했다. 이 단체는 국제관함식이 만약 제주기지에서 열린다면 행사 기간 주변에서 해군기지 반대 시위를 벌이겠다고 말했다. 해군은 제주기지에 국제관함식 개최를...",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20180710055400056&did=1195m
2018.07.10.,국민일보,"이언주, “우리 국민 안전도 중요…보다 엄격한 난민법 개정안 발의할 것”","그는 “난민에 대한 인도적 지원, 인권도 중요하지만 급증하는 테러위험, 불법체류, 문화적 갈등, 취업 갈등 등으로부터 우리 국민의 안전을 보호할 필요성이 대두되고 있다”고 지적했다. 또 “제주에 몰려든 예멘 난민...",http://news.kmib.co.kr/article/view.asp?arcid=0012510153&code=61111111&cp=nv
2018.07.10.,한라일보,"""제주해군기지 국제관함식 유치 즉각 중단하라""","이들은 ""강정마을의 공동체회복사업을 통해 갈등을 치유하는 시도가 겨우 시작된 상황에서 해군의 이와 같은 갈등조장에 분노를 금할 길 없다""며 ""결과적으로 해군은 제주해군기지를 건설하는 과정에서 행해왔던...",http://www.ihalla.com/read.php3?aid=1531185739601292044
2018.07.10.,미디어제주,"""해군, 제주해군기지 국제관함식 유치 즉각 중단해야""","이와 함께 ""해군이 국제관함식 제주해군기지 개최를 강행한다면 세계 각국 인사들이 참여한 자리에서 격렬한 반대 외침을 들어야 할 것""이라며 ""제주도 당국 역시 갈등을 지켜만 볼 것이 아니라 국제관함식 개최를...",http://www.mediajeju.com/news/articleView.html?idxno=307522
2018.07.10.,제주도민일보,"""제주해군기지 국제관함식, 국가폭력 연장선""","그러면서 범대위는 ""해군은 국제관함식을 강행할 경우 세계 각국의 인사들이 참여한 자리에서 해군기지 반대의 격렬한 외침을 들어야 할 것""이라며 ""제주도 역시 갈등상황을 지켜만 볼 것이 아니라 국제관함식 개최 철회를...",http://www.jejudomin.co.kr/news/articleView.html?idxno=103523
2018.07.10.,시사제주,"""국제관함식 제주 유치 추진, 해군은 즉시 중단해야""","해군의 갈등조장에 분노를 금할 길이 없다""며 ""결과적으로 해군은 지난날 행해왔던 기만과 거짓을 다시 보여주고 있다""고 강조했다. 그러면서 이들은 ""해군은 당초 약속대로 국제관함식 제주해군기지 개최를 철회해야 한다...",http://www.sisajeju.com/news/articleView.html?idxno=299735
2018.07.10.,헤드라인제주,"제주해군기지 '국제관함식' 강력 반발...""즉각 중단하라""","그러면서, ""부디 더 이상의 갈등을 조장하지 말길 바란다""면서 ""제주도정 역시 갈등상황을 지켜만 볼 것이 아니라 해군이 국제관함식 개최를 철회하도록 해군에 적극적으로 요구해야 한다""고 주장했다. 한편 지난 3월...",http://www.headlinejeju.co.kr/?mod=news&act=articleView&idxno=339879
2018.07.10.,공감신문,"이언주 의원 ""난민제도, 인도주의와 구별해 엄격하게 관리해야""","취업 갈등 등으로부터 우리 국민의 안전을 보호 할 필요성이 대두되고 있다""고 설명했다. 국회에서 난민제도를 더욱 엄격히 하는 법안이 발의될 예정이다. 최근 500여명의 예멘 난민들이 관광ㆍ통과 등의 목적으로 제주도에...",http://www.gokorea.kr/news/articleView.html?idxno=47732
2018.07.10.,일요신문,"""해군, 약속 어기고 해군기지 국제관함식 개최 강행""","제주군사기지범대위는 ""만약 국제관함식을 강행한다면 세계 각국의 인사들이 참여한 자리에서 해군기지 반대의 격렬한 외침을 들어야 할 것""이라며 ""더 이상의 갈등을 조장하지 말고, 제주도 역시 갈등상황을 지켜만 볼...",http://ilyo.co.kr/?ac=article_view&entry_id=303147
2018.07.10.,NSP통신,"이언주 의원, 무사증 악용 외국인 규제 난민법 발의",취업 갈등 등으로부터 우리 국민의 안전을 보호 할 필요성이 대두되고 있다”며 “최근 500여명의 예멘 난민들이 관광·통과 등의 목적으로 제주도에 체류하는 경우 사증 없이 입국할 수 있는 무사증제도를 악용해...,http://www.nspna.com/news/?mode=view&newsid=293116
2018.07.10.,연합뉴스,[내신출제 믿을만한가]⑥진리의 기준은 교과서와 수업내용?(끝),"교사들의 갈등은 깊어질 수밖에 없다. 연합뉴스가 지난 두 달간 취재한 학생, 학부모, 학원가 관계자들은... 지난해 5월 제주의 한 고등학교 화학 과목 시험에서도 보기 문항에 정답이 없는 오류가 발견됐지만, 학교 측은...",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20180708037200501&did=1195m
2018.07.10.,헤드라인제주,"고길림 제주시장 직무대리 ""공직사회 변화.혁신 나서야""",▲ 고길림 제주시장 직무대리. 고길림 제주시장 직무대리(부시장)는 10일 본청 실.국장 및 현안부서 과장급... 지연과 갈등 요인에 대한 업무연찬은 물론 불필요한 일을 제거해 변화와 혁신을 도모할 수 있도록 부서별...,http://www.headlinejeju.co.kr/?mod=news&act=articleView&idxno=339893
2018.07.10.,미래한국,"예멘 내전, 더 이상 남의 일이 아니다","'평화의 섬'을 표방하는 제주도는 무비자 입국 지역이다. 외국인 관광객을 유치하기 위해서다. 2001년 제정된... 예멘의 분단에는 이념적 문제와는 별도로 지역적, 종교적, 정치적 갈등이 복합적으로 얽혀 있었다....",http://www.futurekorea.co.kr/news/articleView.html?idxno=108385
2018.07.10.,일간투데이,"[입법라인] 이언주 의원, 난민법 개정안 발의","취업 갈등 등으로부터 우리 국민의 안전을 보호할 필요성이 대두되고 있다""고 언급했다. 최근 500여명의 예멘 난민들이 관광ㆍ통과 등의 목적으로 제주도에 체류하는 경우 사증 없이 입국할 수 있는 무사증제도를 악용해...",http://www.dtoday.co.kr/news/articleView.html?idxno=271444
2018.07.10.,국민일보,"NCCK 인권센터, 제주난민 긴급 간담회 열어",이정훈 한국기독교장로회(기장) 제주노회 목사 “신앙을 명분으로 또는 성서를 근거로 혐오와 배제의 논리를... 사우디아라비아의 남단에 위치한 예멘공화국은 오랜 갈등 속에 국제관계가 복잡하게 얽힌 채 내전에...,http://news.kmib.co.kr/article/view.asp?arcid=0012510924&code=61221111&cp=nv
